       1       0    -.84  527.57    1.75       1    -.81    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .63  481.61  -44.21       1     .39    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .93  499.91  -25.90       1     .64    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.42  484.88  -40.94       1    1.03    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.04  579.76   53.94       1     .72    1.01     .82       1       1   -3.52       0       1    2.55
       1       1     .03  651.81  125.99       1    -.10    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.11  569.79   43.97       1     .78    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.42  499.06  -26.76       1    1.03    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.33  522.97   -2.85       1     .96    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    -.03  526.79     .97       1    -.15    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.52  488.62  -37.20       1    1.12    1.01     .82       1       1   -3.52       0       1    2.55
       1       1    1.52  469.46  -56.36       1    1.12    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .73  566.83   41.01       1     .47    1.01     .82       1       1   -3.52       0       1    2.55
       1       1    1.23  558.88   33.06       1     .88    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.79  529.98    4.16       1    1.33    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .22  580.53   54.72       1     .05    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .97  462.14  -63.68       1     .66    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.02  464.55  -61.27       1     .70    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    -.05  580.92   55.10       1    -.17    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .49  524.45   -1.37       1     .28    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .67  534.58    8.76       1     .42    1.01     .82       1       1   -3.52       0       1    2.55
       1       1     .84  567.45   41.63       1     .56    1.01     .82       1       1   -3.52       0       1    2.55
       1       1    1.02  480.05  -45.77       1     .71    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    -.43  353.16 -172.66       1    -.48    1.01     .82       1       1   -3.52       0       1    2.55
       1       1     .40  530.29    4.47       1     .20    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.52  480.91  -44.91       1    1.12    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .21  537.69   11.87       1     .04    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .87  571.27   45.45       1     .59    1.01     .82       1       1   -3.52       0       1    2.55
       1       0    1.52  471.48  -54.34       1    1.12    1.01     .82       1       1   -3.52       0       1    2.55
       1       1    1.24  532.24    6.42       1     .89    1.01     .82       1       1   -3.52       0       1    2.55
       1       1    1.79  501.47  -24.35       1    1.33    1.01     .82       1       1   -3.52       0       1    2.55
       1       1     .12  660.92  135.10       1    -.03    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .68  434.87  -90.95       1     .43    1.01     .82       1       1   -3.52       0       1    2.55
       1       0     .85  531.46    5.64       1     .57    1.01     .82       1       1   -3.52       0       1    2.55
       2       0    -.96  496.41  -29.41       0     .20     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.61  593.78   67.96       0     .08     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.54  558.80   32.98       0     .06     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.65  410.34 -115.48       0     .09     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.54  548.75   22.93       1     .06     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.41  425.84  -99.98       0     .01     .59    -.34       0       0  -36.37       1       0     .47
       2       1    -.25  459.88  -65.94       0    -.04     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.12  468.37  -57.45       0    -.09     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.45  499.91  -25.90       0     .03     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.65  424.75 -101.07       0     .10     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.63  488.23  -37.59       0     .09     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.05  480.05  -45.77       0    -.11     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.35  472.34  -53.48       0    -.01     .59    -.34       0       0  -36.37       1       0     .47
       2       1     .35  366.72 -159.10       0    -.25     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.46  447.41  -78.41       0     .03     .59    -.34       0       0  -36.37       1       0     .47
       2       0     .22  463.69  -62.13       0    -.20     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.69  491.11  -34.71       0     .11     .59    -.34       0       0  -36.37       1       0     .47
       2       0    1.42  423.19 -102.63       0    -.61     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.21  635.06  109.24       0    -.05     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.68  545.48   19.66       0     .11     .59    -.34       0       0  -36.37       1       0     .47
       2       0   -1.38  555.22   29.40       0     .35     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.77  473.20  -52.62       0     .14     .59    -.34       0       0  -36.37       1       0     .47
       2       0     .02  529.98    4.16       1    -.14     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.40  432.07  -93.75       1     .01     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.26  574.46   48.64       0    -.04     .59    -.34       0       0  -36.37       1       0     .47
       2       0   -1.10  431.76  -94.06       0     .25     .59    -.34       0       0  -36.37       1       0     .47
       2       0     .93  543.15   17.33       0    -.45     .59    -.34       0       0  -36.37       1       0     .47
       2       0   -1.22  451.23  -74.59       1     .29     .59    -.34       0       0  -36.37       1       0     .47
       2       0     .02  554.83   29.01       0    -.13     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.83  505.13  -20.69       0     .16     .59    -.34       0       0  -36.37       1       0     .47
       2       0     .41  445.78  -80.04       0    -.27     .59    -.34       0       0  -36.37       1       0     .47
       2       0    -.11  437.60  -88.22       0    -.09     .59    -.34       0       0  -36.37       1       0     .47
       2       1    -.36  517.44   -8.38       0     .00     .59    -.34       0       0  -36.37       1       0     .47
       3       0    -.22  487.45  -38.37       1    -.22     .88     .42       1       1  -24.62       0       1     .39
       3       0    -.15  634.67  108.85       0    -.19     .88     .42       1       1  -24.62       0       1     .39
       3       0    -.10  343.74 -182.08       0    -.17     .88     .42       1       1  -24.62       0       1     .39
       3       0    -.02  522.89   -2.93       1    -.14     .88     .42       1       1  -24.62       0       1     .39
       3       0    -.58  449.67  -76.15       0    -.37     .88     .42       1       1  -24.62       0       1     .39
       3       0     .25  568.07   42.25       1    -.02     .88     .42       1       1  -24.62       0       1     .39
       3       0    1.11  567.45   41.63       0     .33     .88     .42       1       1  -24.62       0       1     .39
