       1       1       0      11      19       1       0    3.80    3.60   -1.32    1.82    1.20    1.10
       1       0       1      10      34       1       0    7.60    7.20   -1.32    1.82    1.46    1.10
       1       1       1      11      30       1       0    7.60    5.40   -1.32    1.82    1.20    1.10
       1       0       0      12      39       1       0    7.60    7.20   -1.32    1.82    1.00    1.10
       1       0       1      13      38       1       0    7.60    9.00   -1.32    1.82    1.46    1.10
       1       0       1      14      38       1       0    5.70    5.40   -1.32    1.82    1.46    1.10
       1       0       0      16      35       1       0    3.80    5.40   -1.32    1.82    1.00    1.10
       1       1       0       6      11       1       0    1.90    1.80   -1.32    1.82    1.20    1.10
       1       1       1      12      35       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       1       1       9      30       1       0    5.70    5.40   -1.32    1.82    1.20    1.10
       1       0       0      14      36       1       0    3.80    5.40   -1.32    1.82    1.00    1.10
       1       1       0      13      39       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       1       1       8      39       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       0       1      12      36       1       0    5.70    5.40   -1.32    1.82    1.46    1.10
       1       1       0       9      29       1       0    5.70    5.40   -1.32    1.82    1.20    1.10
       1       1       0      12      35       1       0    5.70    7.20   -1.32    1.82    2.07    1.10
       1       1       1       9      32       1       0    9.50    9.00   -1.32    1.82    2.07    1.10
       1       1       0      14      33       1       0    5.70    7.20   -1.32    1.82    2.07    1.10
       1       1       0      13      39       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       0       1      11      30       1       0    5.70    5.40   -1.32    1.82    1.10    1.10
       1       0       0      13      34       1       0    7.60    7.20   -1.32    1.82    1.00    1.10
       1       0       0      12      39       1       0    5.70    5.40   -1.32    1.82    1.00    1.10
       1       0       0       6      34       1       0    7.60    5.40   -1.32    1.82    1.00    1.10
       1       1       0      11      33       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       1       1      11      33       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       1       1      13      35       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       0       0      13      35       1       0    5.70    5.40   -1.32    1.82    1.00    1.10
       1       1       0      15      31       1       0    5.70    5.40   -1.32    1.82    1.20    1.10
       1       1       1      12      35       1       0    9.50    9.00   -1.32    1.82    2.07    1.10
       1       0       1      10      38       1       0    5.70    5.40   -1.32    1.82    1.46    1.10
       1       1       1      11      34       1       0    9.50    9.00   -1.32    1.82    2.07    1.10
       1       1       0      15      37       1       0    9.50    9.00   -1.32    1.82    2.07    1.10
       1       1       0      13      37       1       0    7.60    7.20   -1.32    1.82    2.07    1.10
       1       1       0       7      28       1       0    5.70    7.20   -1.32    1.82    1.20    1.10
       1       1       1      13      39       1       0    9.50    7.20   -1.32    1.82    2.07    1.10
       1       0       0       6      31       1       0    3.80    3.60   -1.32    1.82    1.00    1.10
       1       1       0      14      34       1       0    5.70    5.40   -1.32    1.82    2.07    1.10
       1       0       1       7      32       1       0    5.70    5.40   -1.32    1.82    1.46    1.10
       1       1       1      12      39       1       0    5.70    9.00   -1.32    1.82    2.07    1.10
       1       1       0      11      33       1       0    5.70    5.40   -1.32    1.82    2.07    1.10
       1       1       1       2      18       1       0    3.80    3.60   -1.32    1.82    1.20    1.10
       1       0       0       9      32       1       0    5.70    7.20   -1.32    1.82    1.00    1.10
       1       1       0      14      38       1       0    5.70    7.20   -1.32    1.82    2.07    1.10
       1       0       0       6      33       1       0    5.70    5.40   -1.32    1.82    1.00    1.10
       1       0       1      12      31       1       0    5.70    5.40   -1.32    1.82    1.46    1.10
       1       0       0       6      28       1       0    3.80    3.60   -1.32    1.82    1.00    1.10
       1       0       0       9      30       1       0    7.60    5.40   -1.32    1.82    1.00    1.10
       1       1       0      12      30       1       0    5.70    5.40   -1.32    1.82    1.20    1.10
       1       0       0       9      33       1       0    5.70    5.40   -1.32    1.82    1.00    1.10
       1       0       1       9      26       1       0    5.70    5.40   -1.32    1.82    1.10    1.10
       1       1       1      11      32       1       0    5.70    5.40   -1.32    1.82    2.07    1.10
       1       1       1      14      39       1       0    5.70    7.20   -1.32    1.82    2.07    1.10
       2       1       1      13      34       1       0    5.70    3.60     .06    -.49    1.20    1.10
       2       0       0       4      25       1       0    3.80    3.60     .06    -.49    1.00    1.10
       2       0       0       7      18       1       0    3.80    5.40     .06    -.49    1.00    1.10
       2       0       1       4      19       1       0    5.70    5.40     .06    -.49    1.10    1.10
       2       1       0      12      25       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       1       1      11      32       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       1       0       8      17       1       0    3.80    3.60     .06    -.49    1.20    1.10
       2       1       0       6      24       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       0       0      11      26       1       0    5.70    5.40     .06    -.49    1.00    1.10
       2       1       0       9      28       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       1       0      12      31       1       0    5.70    7.20     .06    -.49    1.20    1.10
       2       1       0       6      20       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       0       0       9      34       1       0    3.80    5.40     .06    -.49    1.10    1.10
       2       0       0       4      26       1       0    5.70    5.40     .06    -.49    1.00    1.10
       2       1       1       9      32       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       0       0       7      23       1       0    5.70    5.40     .06    -.49    1.00    1.10
       2       0       0      11      24       1       0    5.70    5.40     .06    -.49    1.00    1.10
       2       0       0      10      34       1       0    5.70    5.40     .06    -.49    1.00    1.10
       2       0       0      11      30       1       0    5.70    5.40     .06    -.49    1.00    1.10
       2       0       0       4      22       1       0    3.80    5.40     .06    -.49    1.00    1.10
       2       0       0       1      19       1       0    1.90    1.80     .06    -.49    1.00    1.10
       2       1       0       8      23       1       0    3.80    3.60     .06    -.49    1.20    1.10
       2       1       0       4      24       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       1       1       9      29       1       0    3.80    3.60     .06    -.49    1.20    1.10
       2       0       0       9      25       1       0    3.80    3.60     .06    -.49    1.00    1.10
       2       0       0       5      17       1       0    5.70    5.40     .06    -.49    1.10    1.10
       2       1       1       8      26       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       1       0      12      29       1       0    7.60    7.20     .06    -.49    1.20    1.10
       2       1       0       7      29       1       0    5.70    7.20     .06    -.49    1.20    1.10
       2       0       1      10      34       1       0    5.70    5.40     .06    -.49    1.10    1.10
       2       1       0       6      32       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       0       1      13      32       1       0    5.70    5.40     .06    -.49    1.10    1.10
       2       1       0       5      14       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       1       0      12      31       1       0    3.80    3.60     .06    -.49    1.20    1.10
       2       1       0       7      19       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       1       0       8      26       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       0       0      13      35       1       0    5.70    5.40     .06    -.49    1.10    1.10
       2       0       1      12      33       1       0    3.80    7.20     .06    -.49    1.10    1.10
       2       1       1      10      33       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       1       0       5      24       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       1       0      14      28       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       1       0       7      30       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       0       0      11      29       1       0    3.80    5.40     .06    -.49    1.10    1.10
       2       1       1       5      18       1       0    3.80    3.60     .06    -.49    1.20    1.10
       2       1       1      10      31       1       0    7.60    7.20     .06    -.49    1.20    1.10
       2       1       0       8      21       1       0    3.80    3.60     .06    -.49    1.20    1.10
       2       0       0      12      35       1       0    7.60    7.20     .06    -.49    1.00    1.10
       2       0       0      12      33       1       0    5.70    5.40     .06    -.49    1.00    1.10
       2       1       0       9      33       1       0    3.80    5.40     .06    -.49    1.20    1.10
       2       0       0       3      17       1       0    5.70    5.40     .06    -.49    1.10    1.10
       2       0       0       6      26       1       0    3.80    5.40     .06    -.49    1.00    1.10
       2       0       0      10      36       1       0    5.70    7.20     .06    -.49    1.00    1.10
       2       1       0      11      34       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       1       0      11      31       1       0    5.70    5.40     .06    -.49    1.20    1.10
       2       1       1       3      19       1       0    5.70    5.40     .06    -.49    1.20    1.10
