       1      19      11     .62    2.12     .10   10.90
       1      34      10     .33    1.12    -.90   10.90
       1      30      11     .62    2.12     .10   10.90
       1      39      12     .91    3.12    1.10   10.90
       1      38      13    1.21    4.12    2.10   10.90
       1      38      14    1.50    5.12    3.10   10.90
       1      35      16    2.08    7.12    5.10   10.90
       1      11       6    -.84   -2.88   -4.90   10.90
       1      35      12     .91    3.12    1.10   10.90
       1      30       9     .03     .12   -1.90   10.90
       1      36      14    1.50    5.12    3.10   10.90
       1      39      13    1.21    4.12    2.10   10.90
       1      39       8    -.26    -.88   -2.90   10.90
       1      36      12     .91    3.12    1.10   10.90
       1      29       9     .03     .12   -1.90   10.90
       1      35      12     .91    3.12    1.10   10.90
       1      32       9     .03     .12   -1.90   10.90
       1      33      14    1.50    5.12    3.10   10.90
       1      39      13    1.21    4.12    2.10   10.90
       1      30      11     .62    2.12     .10   10.90
       1      34      13    1.21    4.12    2.10   10.90
       1      39      12     .91    3.12    1.10   10.90
       1      34       6    -.84   -2.88   -4.90   10.90
       1      33      11     .62    2.12     .10   10.90
       1      33      11     .62    2.12     .10   10.90
       1      35      13    1.21    4.12    2.10   10.90
       1      35      13    1.21    4.12    2.10   10.90
       1      31      15    1.79    6.12    4.10   10.90
       1      35      12     .91    3.12    1.10   10.90
       1      38      10     .33    1.12    -.90   10.90
       1      34      11     .62    2.12     .10   10.90
       1      37      15    1.79    6.12    4.10   10.90
       1      37      13    1.21    4.12    2.10   10.90
       1      28       7    -.55   -1.88   -3.90   10.90
       1      39      13    1.21    4.12    2.10   10.90
       1      31       6    -.84   -2.88   -4.90   10.90
       1      34      14    1.50    5.12    3.10   10.90
       1      32       7    -.55   -1.88   -3.90   10.90
       1      39      12     .91    3.12    1.10   10.90
       1      33      11     .62    2.12     .10   10.90
       1      18       2   -2.02   -6.88   -8.90   10.90
       1      32       9     .03     .12   -1.90   10.90
       1      38      14    1.50    5.12    3.10   10.90
       1      33       6    -.84   -2.88   -4.90   10.90
       1      31      12     .91    3.12    1.10   10.90
       1      28       6    -.84   -2.88   -4.90   10.90
       1      30       9     .03     .12   -1.90   10.90
       1      30      12     .91    3.12    1.10   10.90
       1      33       9     .03     .12   -1.90   10.90
       1      26       9     .03     .12   -1.90   10.90
       1      32      11     .62    2.12     .10   10.90
       1      39      14    1.50    5.12    3.10   10.90
       2      34      13    1.21    4.12    4.76    8.24
       2      25       4   -1.43   -4.88   -4.24    8.24
       2      18       7    -.55   -1.88   -1.24    8.24
       2      19       4   -1.43   -4.88   -4.24    8.24
       2      25      12     .91    3.12    3.76    8.24
       2      32      11     .62    2.12    2.76    8.24
       2      17       8    -.26    -.88    -.24    8.24
       2      24       6    -.84   -2.88   -2.24    8.24
       2      26      11     .62    2.12    2.76    8.24
       2      28       9     .03     .12     .76    8.24
       2      31      12     .91    3.12    3.76    8.24
       2      20       6    -.84   -2.88   -2.24    8.24
       2      34       9     .03     .12     .76    8.24
       2      26       4   -1.43   -4.88   -4.24    8.24
       2      32       9     .03     .12     .76    8.24
       2      23       7    -.55   -1.88   -1.24    8.24
       2      24      11     .62    2.12    2.76    8.24
       2      34      10     .33    1.12    1.76    8.24
       2      30      11     .62    2.12    2.76    8.24
       2      22       4   -1.43   -4.88   -4.24    8.24
       2      19       1   -2.31   -7.88   -7.24    8.24
       2      23       8    -.26    -.88    -.24    8.24
       2      24       4   -1.43   -4.88   -4.24    8.24
       2      29       9     .03     .12     .76    8.24
       2      25       9     .03     .12     .76    8.24
       2      17       5   -1.14   -3.88   -3.24    8.24
       2      26       8    -.26    -.88    -.24    8.24
       2      29      12     .91    3.12    3.76    8.24
       2      29       7    -.55   -1.88   -1.24    8.24
       2      34      10     .33    1.12    1.76    8.24
       2      32       6    -.84   -2.88   -2.24    8.24
       2      32      13    1.21    4.12    4.76    8.24
       2      14       5   -1.14   -3.88   -3.24    8.24
       2      31      12     .91    3.12    3.76    8.24
       2      19       7    -.55   -1.88   -1.24    8.24
       2      26       8    -.26    -.88    -.24    8.24
       2      35      13    1.21    4.12    4.76    8.24
       2      33      12     .91    3.12    3.76    8.24
       2      33      10     .33    1.12    1.76    8.24
       2      24       5   -1.14   -3.88   -3.24    8.24
       2      28      14    1.50    5.12    5.76    8.24
       2      30       7    -.55   -1.88   -1.24    8.24
       2      29      11     .62    2.12    2.76    8.24
       2      18       5   -1.14   -3.88   -3.24    8.24
       2      31      10     .33    1.12    1.76    8.24
       2      21       8    -.26    -.88    -.24    8.24
       2      35      12     .91    3.12    3.76    8.24
       2      33      12     .91    3.12    3.76    8.24
       2      33       9     .03     .12     .76    8.24
       2      17       3   -1.72   -5.88   -5.24    8.24
       2      26       6    -.84   -2.88   -2.24    8.24
       2      36      10     .33    1.12    1.76    8.24
       2      34      11     .62    2.12    2.76    8.24
       2      31      11     .62    2.12    2.76    8.24
       2      19       3   -1.72   -5.88   -5.24    8.24
       2      30      12     .91    3.12    3.76    8.24
       2      27       9     .03     .12     .76    8.24
       2      21       5   -1.14   -3.88   -3.24    8.24
       2      20       5   -1.14   -3.88   -3.24    8.24
       2      24       6    -.84   -2.88   -2.24    8.24
       2      30      12     .91    3.12    3.76    8.24
       2      31      12     .91    3.12    3.76    8.24
       2      34      12     .91    3.12    3.76    8.24
       2      14       2   -2.02   -6.88   -6.24    8.24
       2      37      14    1.50    5.12    5.76    8.24
       2      31      11     .62    2.12    2.76    8.24
       2      14       6    -.84   -2.88   -2.24    8.24
       2      38      13    1.21    4.12    4.76    8.24
       2      38      11     .62    2.12    2.76    8.24
       2      26       8    -.26    -.88    -.24    8.24
       2      17       2   -2.02   -6.88   -6.24    8.24
       2      39      13    1.21    4.12    4.76    8.24
       2      18       8    -.26    -.88    -.24    8.24
       2      20       1   -2.31   -7.88   -7.24    8.24
       2      14       3   -1.72   -5.88   -5.24    8.24
       2      31       4   -1.43   -4.88   -4.24    8.24
       2      25       8    -.26    -.88    -.24    8.24
       2      21       4   -1.43   -4.88   -4.24    8.24
       2      17       0   -2.60   -8.88   -8.24    8.24
       2      28      13    1.21    4.12    4.76    8.24
       2      18       8    -.26    -.88    -.24    8.24
       2      24      10     .33    1.12    1.76    8.24
       2      19       6    -.84   -2.88   -2.24    8.24
       2      36      10     .33    1.12    1.76    8.24
       3      29      10     .33    1.12    -.16   10.16
       3      18      12     .91    3.12    1.84   10.16
       3      28       8    -.26    -.88   -2.16   10.16
       3      28       9     .03     .12   -1.16   10.16
       3      22       7    -.55   -1.88   -3.16   10.16
       3      31       6    -.84   -2.88   -4.16   10.16
       3      35      12     .91    3.12    1.84   10.16
       3      22       9     .03     .12   -1.16   10.16
       3      33      12     .91    3.12    1.84   10.16
